"transaction_id","customer_name","account_number","transaction_date_raw","transaction_amount","currency","transaction_type","branch_code","balance_after_transaction","notes","data_issue_flag","transaction_date_clean","balance_issue_flag"
"461897","Daniel Miranda","97188765","08/11/2023","16750.71","EUR","Transfer","BR002","72302.27",NULL,NULL,"2023-11-08",NULL
"810443","Kristen Escobar","64184637","18/01/2026","3118.75","EUR","Credit","BR481","44678.29",NULL,NULL,"2026-01-18",NULL
"498675","Linda Francis","36187492","2022-09-15","2310.84","INR","Transfer","BR291","89211.48",NULL,NULL,"2022-09-15",NULL
"996653","Vincent Young","77431596","February 27, 2026","18948.12","EUR","Debit","BR225","71772.22",NULL,NULL,"2026-02-27",NULL
"861379","Justin Kennedy","23151833","20/09/2025","12496.35","INVALID","Credit","BR389","85950.97",NULL,NULL,"2025-09-20",NULL
"328106","Kyle Robinson","33046486","03/03/2022",NULL,"INVALID","Credit","BR480","55276.74","Check bounced"," Missing Critical Field","2022-03-03",NULL
"646664","Kenneth Mills","78417650","05/12/2024","3404.00","GBP","Debit","BR570","94406.54",NULL,NULL,"2024-12-05",NULL
"108517","Belinda Randolph","78466274","November 02, 2023","16155.76","USD","Transfer","BR098","52878.41","Relationship no blue book.",NULL,"2023-11-02",NULL
"549237","Charles Campbell","87463565","March 10, 2025","18217.25","GBP","Debit","BR200","38893.24",NULL,NULL,"2025-03-10",NULL
"673893","Kevin Solis Dvm","54573246","13/08/2023","11186.05","INVALID","Credit","BR646","27833.44","Check bounced",NULL,"2023-08-13",NULL
"376075","Carolyn Ward","62988670","2025-05-09","18402.79","INVALID","Debit","BR777","82665.65",NULL,NULL,"2025-05-09",NULL
"466400","Valerie Hart","57330354","16/05/2025","10952.47","INVALID","Credit","BR934","69480.16","Check bounced",NULL,"2025-05-16",NULL
"128141","Kevin Williams","84606074","20/12/2023","19001.65","INVALID","Debit","BR653","38077.96","Manual correction",NULL,"2023-12-20",NULL
"734425","Jessica Beard","95572677","March 08, 2024","15255.90","EUR","Transfer","BR403","85029.47","Manual correction",NULL,"2024-03-08",NULL
"381119","Sandra Arnold","35245848","20/12/2024","9084.23","INVALID","Credit","BR688","85720.05","Check bounced",NULL,"2024-12-20",NULL
"962803","Willie Jones","89594292","September 20, 2023","8887.87","EUR","Credit",NULL,"11253.79","Career now site.",NULL,"2023-09-20",NULL
"412284","Frank Griffith","73591889","16/03/2026","728.89","EUR","Credit","BR679","63108.08","Car goal test stop crime Democrat.",NULL,"2026-03-16",NULL
"923043","James Moss","15798482","27/01/2024",NULL,"INVALID","Transfer","BR004","36639.47","Manual correction"," Missing Critical Field","2024-01-27",NULL
"354950","Bill Smith","92378513","December 15, 2022","3574.68","EUR","Credit","BR857","84304.80","Manual correction",NULL,"2022-12-15",NULL
"203899","Rebecca Wilson","12288503","August 29, 2021","17622.76","INR","Transfer","BR480","42790.99","Manual correction",NULL,"2021-08-29",NULL
"480913","Paul Doyle","42386403","January 03, 2026","1359.96","GBP","Transfer","BR971","13169.71","Check bounced",NULL,"2026-01-03",NULL
"785636","Erika Cobb","44628840","2026-03-07","538.47","INVALID","Debit","BR272","23438.65","Manual correction",NULL,"2026-03-07",NULL
"965289","Regina Key","95181950","May 05, 2023","4796.44","INVALID","Transfer","BR879","16661.07","Check bounced",NULL,"2023-05-05",NULL
"151213","Keith Sims","48984677","18/05/2024","10866.34","USD","Credit","BR047","24422.03","Manual correction",NULL,"2024-05-18",NULL
"766872","Kim Adams","36230175","January 22, 2024","17132.01","INR","Transfer",NULL,"27757.24","Free seven chair subject.",NULL,"2024-01-22",NULL
"607134","Emily Elliott","40629476","2025-08-11","16993.32","EUR","Debit","BR320","37482.12","Boy security party west our radio single.",NULL,"2025-08-11",NULL
"644042","Joe Bradley","22958423","April 12, 2025","17853.94","USD","Debit","BR641","99581.89",NULL,NULL,"2025-04-12",NULL
"566843","Amanda Francis","56582310","22/02/2023","13924.29","GBP","Debit","BR361","79414.39",NULL,NULL,"2023-02-22",NULL
"919688","Sara Myers","39905107","07/03/2024","131.69","INR","Transfer","BR110","16141.42",NULL,NULL,"2024-03-07",NULL
"924787","Donald Orr","99397103","09/01/2022","18044.98","GBP","Transfer",NULL,"34109.11",NULL,NULL,"2022-01-09",NULL
"801753","Jennifer Howard","77216959","17/05/2021","16946.95","GBP","Credit","BR436","89322.02",NULL,NULL,"2021-05-17",NULL
"349770","Ronald Gardner","76352496","April 28, 2025","17393.80","EUR","Transfer","BR560","45085.70",NULL,NULL,"2025-04-28",NULL
"124964","Jason Kelly","20683801","17/05/2023","1592.70","INVALID","Credit","BR961","39620.65",NULL,NULL,"2023-05-17",NULL
"874869","Catherine Robinson","19803878","February 24, 2025","3294.47","USD","Transfer",NULL,"79607.42",NULL,NULL,"2025-02-24",NULL
"473037","Seth Cisneros","35706843","10/11/2022","1586.73","USD","Debit","BR673","86135.67","Check bounced",NULL,"2022-11-10",NULL
"880209","David Russell","20974315","14/09/2022","484.25","INR","Transfer",NULL,"41000.47","Check bounced",NULL,"2022-09-14",NULL
"119460","Ashley Turner","10157603","2025-01-11","6652.45","EUR","Credit","BR747","16457.14","Manual correction",NULL,"2025-01-11",NULL
"882895","Victoria Norris","71909543","January 22, 2026","6533.55","INVALID","Credit",NULL,"75701.30","Manual correction",NULL,"2026-01-22",NULL
"944301","David Payne","27621108","June 12, 2022","2713.76","INVALID","Credit","BR789","36670.43","Room per it address base.",NULL,"2022-06-12",NULL
"718574","Jeffrey Luna","65817817","December 05, 2023","17698.66","INVALID","Credit","BR144","85424.11","Manual correction",NULL,"2023-12-05",NULL
"773884","Kayla Burns","29559099","June 01, 2024","1720.26","INR","Debit","BR207","67619.44","Parent investment serve seem because represent big believe.",NULL,"2024-06-01",NULL
"325316","Aaron Mercado","26454363","February 05, 2024","3730.72","USD","Credit",NULL,"87188.40",NULL,NULL,"2024-02-05",NULL
"588118","Sherry Burgess Md","62592248","2023-06-09","15094.55","USD","Credit","BR137","96635.34","Check bounced",NULL,"2023-06-09",NULL
"267634","Megan Nelson","70196614","2025-12-28","17803.36","INR","Debit","BR602","51915.07","Should box shoulder.",NULL,"2025-12-28",NULL
"725104","Sally Garner","18385467","January 14, 2024","1430.28","USD","Debit","BR045","48789.01","Consider hospital remain teacher.",NULL,"2024-01-14",NULL
"652654","Carmen Johnson","20257095","15/03/2026","13313.11","USD","Credit","BR861","70349.47",NULL,NULL,"2026-03-15",NULL
"124264","Valerie Garcia","22933471","May 26, 2025","9595.86","USD","Transfer","BR981","80825.48",NULL,NULL,"2025-05-26",NULL
"672441","Anthony Willims","11990720","2021-11-23","19328.47","USD","Transfer","BR303","34763.12",NULL,NULL,"2021-11-23",NULL
"280648","Jennifer Harris","72886738","July 30, 2023","4809.54","USD","Credit","BR681","83516.06",NULL,NULL,"2023-07-30",NULL
"964625","Joshua Stewart","92035777","01/03/2023","1416.05","EUR","Transfer","BR479","85984.52",NULL,NULL,"2023-03-01",NULL
"781396","Billy Hester","82962569","25/04/2024","15617.69","INVALID","Transfer","BR487","94478.34",NULL,NULL,"2024-04-25",NULL
"771137","David Martin","10690474","2022-01-07","3587.00","INVALID","Transfer","BR646","2510.80",NULL,NULL,"2022-01-07",NULL
"419088","Aaron Newman","43260690","30/07/2025","15086.78","INVALID","Transfer","BR458","22884.63","Check bounced",NULL,"2025-07-30",NULL
"399388","Brian Stewart","73611291","June 22, 2023","4031.12","INVALID","Transfer",NULL,"56355.47",NULL,NULL,"2023-06-22",NULL
"709712","Edward Arnold","70688621","13/03/2023","18068.63","GBP","Transfer","BR771","71335.12","Bad local less expert else federal.",NULL,"2023-03-13",NULL
"972980","Joshua Randolph","81463825","May 12, 2023","15953.99","INVALID","Transfer","BR670","17322.25","Manual correction",NULL,"2023-05-12",NULL
"361276","Amanda Hardy","75318166","February 26, 2024","2310.24","INR","Debit","BR921","54758.70","Manual correction",NULL,"2024-02-26",NULL
"924271","Clinton Thomas","65178240","October 04, 2023","7253.07","USD","Debit","BR415","74016.55","Check bounced",NULL,"2023-10-04",NULL
"324040","Christopher Solomon","71533353","July 10, 2023","18608.53","EUR","Debit","BR222","94361.43","Check bounced",NULL,"2023-07-10",NULL
"774461","Jo Nolan","93358380","December 07, 2025","673.12","GBP","Debit","BR165","97048.88",NULL,NULL,"2025-12-07",NULL
"300389","Gabriel Miles","37294480","2022-12-31","7384.35","INVALID","Credit",NULL,"70148.61",NULL,NULL,"2022-12-31",NULL
"166488","John Simmons","64717081","17/11/2024","160.72","INR","Credit","BR068","2580.25",NULL,NULL,"2024-11-17",NULL
"524496","Deborah Frazier","72475585","September 07, 2025",NULL,"INVALID","Transfer","BR424","9315.45",NULL," Missing Critical Field","2025-09-07",NULL
"638540","Mr. Stephen Ramirez Jr.","86074585","2022-05-26",NULL,"USD","Credit","BR121","41479.98","Chance issue spend specific administration born anyone."," Missing Critical Field","2022-05-26",NULL
"332357","Stephanie Rogers","31785938","October 02, 2025","5446.11","INR","Transfer","BR584","80092.23","Check bounced",NULL,"2025-10-02",NULL
"342829","Megan Aguilar","33012499","01/04/2025","18152.33","USD","Transfer","BR202","62362.02","Check bounced",NULL,"2025-04-01",NULL
"713808","William Bernard","76471485","2021-08-29","1826.27","INVALID","Transfer",NULL,"28077.45","Every beat direction offer trade.",NULL,"2021-08-29",NULL
"146083","Anthony Rogers","65000315","August 23, 2024","18244.09","EUR","Debit","BR082","77645.42",NULL,NULL,"2024-08-23",NULL
"324184","Lisa Smith","46273751","30/12/2022","2986.37","GBP","Debit","BR581","70203.98",NULL,NULL,"2022-12-30",NULL
"925362","David Smith","98500351","2022-08-17","2700.53","GBP","Credit","BR632","37447.41",NULL,NULL,"2022-08-17",NULL
"865268","Mark Pearson","44731042","22/08/2023","2941.57","GBP","Debit","BR248","16880.45",NULL,NULL,"2023-08-22",NULL
"954649","Kevin Grimes","50324628","04/01/2023","6650.42","USD","Debit","BR451","64310.83",NULL,NULL,"2023-01-04",NULL
"644881","Elizabeth Hamilton","15302736","May 29, 2023","13517.06","INVALID","Transfer","BR481","42457.06",NULL,NULL,"2023-05-29",NULL
"614488","Charles Hanson","79611294","November 19, 2021","701.88","EUR","Debit","BR342","78681.41",NULL,NULL,"2021-11-19",NULL
"927446","Ann Young","41000549","2026-03-18","18474.15","GBP","Transfer",NULL,"71650.05",NULL,NULL,"2026-03-18",NULL
"536680","Dustin Hernandez","27310125","2025-07-17","11340.76","GBP","Transfer",NULL,"1629.37",NULL,NULL,"2025-07-17",NULL
"105821","Angela Leach","41211290","17/01/2023","12040.26","GBP","Credit","BR109","6832.86","Throw red north central full rate.",NULL,"2023-01-17",NULL
"633130","Peter Kim","53513623","2024-09-17","10188.00","INVALID","Debit","BR411","39957.97","Particular million positive support create.",NULL,"2024-09-17",NULL
"642795","Michael Smith","93475426","07/01/2025","10397.89","INVALID","Transfer","BR709","34093.90","Light else other remember worry black line.",NULL,"2025-01-07",NULL
"223555","Lisa Roth","38495815","2024-02-06","5539.43","USD","Credit","BR813","41742.52","Ok add friend.",NULL,"2024-02-06",NULL
"690655","Laurie Murray","69904366","May 10, 2025",NULL,"USD","Transfer","BR258","77595.55","Manual correction"," Missing Critical Field","2025-05-10",NULL
"228154","Amber Navarro","49517641","2023-03-22","2893.02","GBP","Transfer","BR429","70501.01","Check bounced",NULL,"2023-03-22",NULL
"403166","Andrew Sanford","25141374","March 07, 2022","19797.85","INVALID","Debit","BR058","90034.25","Manual correction",NULL,"2022-03-07",NULL
"414706","Patrick Ayala","86923014","03/02/2023","979.56","EUR","Transfer","BR862","88913.95","Manual correction",NULL,"2023-02-03",NULL
"229780","Gary Aguilar","49988661","2023-05-18","13814.43","GBP","Credit","BR674","66402.36","Check bounced",NULL,"2023-05-18",NULL
"706583","Shannon Garcia Phd","27358424","September 14, 2021","6065.35","GBP","Credit","BR505","25189.35","Gas miss small.",NULL,"2021-09-14",NULL
"718387","Thomas Lee","51156517","October 06, 2021","13582.92","USD","Transfer","BR345","42928.83","Agency actually personal air hit use.",NULL,"2021-10-06",NULL
"432709","Catherine Fowler","83619613","September 18, 2024","3102.95","INVALID","Credit","BR435","59860.55",NULL,NULL,"2024-09-18",NULL
"133089","Erin Martin","55658498","2022-07-14","6708.91","EUR","Transfer",NULL,"8398.83","Check bounced",NULL,"2022-07-14",NULL
"232309","Anthony Leblanc","41131324","28/09/2022","10348.03","INVALID","Debit","BR583","4031.77",NULL,NULL,"2022-09-28",NULL
"801490","Brandon Lam","57862200","November 28, 2021","5562.38","INVALID","Credit","BR097","22915.58",NULL,NULL,"2021-11-28",NULL
"765525","Mario Campbell","39678846","September 26, 2025","11359.23","INVALID","Debit","BR450","69316.38",NULL,NULL,"2025-09-26",NULL
"232823","William Allen","83745879","22/11/2023","8573.31","INVALID","Credit","BR273","442.41",NULL,NULL,"2023-11-22",NULL
"318876","Howard Fernandez","97254756","April 07, 2025","2394.22","GBP","Credit",NULL,"15147.48",NULL,NULL,"2025-04-07",NULL
"588590","Jeffrey Anderson","43050133","07/03/2026","399.95","GBP","Debit","BR394","19539.10",NULL,NULL,"2026-03-07",NULL
"216513","Rebecca Wells","74423983","2024-03-31","628.74","EUR","Transfer",NULL,"53868.25",NULL,NULL,"2024-03-31",NULL
"700439","Samuel Olson","66908197","2022-06-10","10784.38","EUR","Credit","BR073","26838.44","Check bounced",NULL,"2022-06-10",NULL
"695292","Cameron Morrison","94426987","May 08, 2023",NULL,"INVALID","Debit","BR856","84701.81",NULL," Missing Critical Field","2023-05-08",NULL
"785416","Jack Riggs","37232184","17/06/2023",NULL,"INVALID","Debit",NULL,"98861.87",NULL," Missing Critical Field","2023-06-17",NULL
"221525","Barbara Scott","23806942","18/02/2023",NULL,"INVALID","Debit","BR507","27712.70","Manual correction"," Missing Critical Field","2023-02-18",NULL
"254411","Dean Taylor","25533680","September 22, 2024",NULL,"USD","Debit","BR235","83473.12","Heart four less financial."," Missing Critical Field","2024-09-22",NULL
"732682","John Brown","98217304","2025-04-10","16395.84","INR","Transfer","BR835","19016.39","Manual correction",NULL,"2025-04-10",NULL
"313984","Matthew Martin","54390495","March 03, 2026","2662.66","GBP","Transfer","BR679","47009.63","Manual correction",NULL,"2026-03-03",NULL
"155810","Douglas Ward","61485630","10/05/2025","16181.98","EUR","Credit","BR602","62728.77",NULL,NULL,"2025-05-10",NULL
"121772","Daniel Young","14051324","2024-06-14","3947.88","INVALID","Credit","BR787","41757.22",NULL,NULL,"2024-06-14",NULL
"313775","Aaron Foster","49910149","04/01/2026","2164.51","EUR","Credit","BR574","8295.92",NULL,NULL,"2026-01-04",NULL
"685163","Jennifer Meyer","66525907","24/03/2025","19193.16","EUR","Credit","BR760","38014.05","Manual correction",NULL,"2025-03-24",NULL
"563469","Jeremy Hood","16445197","August 14, 2024","14145.62","INVALID","Credit","BR863","30512.10","Perform land without score attorney national father.",NULL,"2024-08-14",NULL
"764805","Jennifer Mason","35063143","08/08/2024","19409.34","USD","Debit","BR687","72167.29","Check bounced",NULL,"2024-08-08",NULL
"433431","Curtis James","20658928","2025-08-28","6403.87","EUR","Credit","BR171","6694.21","Manual correction",NULL,"2025-08-28",NULL
"192976","Joseph Key","45296417","13/06/2023","2466.89","INVALID","Transfer","BR896","426.68",NULL,NULL,"2023-06-13",NULL
"544016","James Richardson","27090030","July 11, 2025","17022.84","INR","Transfer","BR194","90448.80",NULL,NULL,"2025-07-11",NULL
"766900","Sharon Hernandez","50251947","14/04/2021","12979.67","USD","Credit","BR519","23247.30",NULL,NULL,"2021-04-14",NULL
"692602","Teresa Moore","43031265","February 17, 2022","928.99","EUR","Transfer","BR292","89790.54",NULL,NULL,"2022-02-17",NULL
"748301","Kristen Johnson","36029756","2026-02-08","296.65","USD","Transfer","BR008","3854.25",NULL,NULL,"2026-02-08",NULL
"846725","Michelle Washington","94937299","August 16, 2024","12954.72","INVALID","Credit","BR320","14927.02",NULL,NULL,"2024-08-16",NULL
"868276","Laura Williamson","70199417","March 27, 2023","3371.27","INVALID","Credit","BR190","34910.27","Check bounced",NULL,"2023-03-27",NULL
"327650","John Robertson","82637996","05/12/2023","15530.79","INR","Debit","BR170","64446.04",NULL,NULL,"2023-12-05",NULL
"466933","Lori Lynch","14985287","August 10, 2021","3498.78","INR","Debit",NULL,"68282.30","Use marriage art experience sound return figure.",NULL,"2021-08-10",NULL
"127280","Jade Garcia","82501810","19/08/2024","19556.96","INVALID","Credit","BR030","91591.69",NULL,NULL,"2024-08-19",NULL
"623241","Monica Simpson","72450622","October 19, 2023","19767.95","EUR","Credit","BR155","41850.15","Manual correction",NULL,"2023-10-19",NULL
"415447","Stephanie Montoya","70204906","02/11/2023","14632.49","INR","Debit","BR263","74083.77","Check bounced",NULL,"2023-11-02",NULL
"384863","Kari Morrison","98448079","13/04/2024","4563.43","INR","Debit","BR527","17886.30",NULL,NULL,"2024-04-13",NULL
"646153","David Taylor","22665122","29/03/2021","19110.25","EUR","Transfer",NULL,"88583.85","Check bounced",NULL,"2021-03-29",NULL
"857235","Anthony Boyer","99455590","2022-03-20","10090.50","EUR","Debit","BR111","43965.94",NULL,NULL,"2022-03-20",NULL
"208904","Allison Johnson","20562586","10/08/2023","7597.53","INR","Credit","BR643","49764.09","Manual correction",NULL,"2023-08-10",NULL
"978317","Whitney Thompson","98285286","10/10/2023","2010.39","INVALID","Debit","BR727","97628.51","Check bounced",NULL,"2023-10-10",NULL
"115723","Brian Ford","80096532","23/11/2021","7866.72","USD","Debit","BR228","72975.87","Group establish fire under.",NULL,"2021-11-23",NULL
